skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
Azure,Associate's,1.4,"Software Engineer, Data Scientist",AWS Certified,"JavaScript, Tableau",Project Manager,Senior,Healthcare,0.0,0,0.0
"AWS, Cloud Computing",Master's,14.8,"Data Scientist, Product Manager",Google Cloud,"C++, Excel, Machine Learning, NLP",Machine Learning Engineer,Director,Manufacturing,0.0,1,7.3
SQL,Master's,14.7,"Business Analyst, Cloud Architect, Software Engineer",AWS Certified,Machine Learning,Backend Developer,Lead,Manufacturing,0.0,0,0.0
Statistics,Associate's,13.8,"DevOps Engineer, Frontend Developer",AWS Certified,"Statistics, JavaScript",UX Designer,Senior,Government,0.5,1,6.3
"Python, Excel",PhD,9.9,"Data Engineer, Cloud Architect, Backend Developer",Cisco Certified,Python,Product Manager,Junior,Finance,1.0,1,10.0
"Python, Azure, AWS, Kubernetes",Associate's,7.5,"Full Stack Developer, Business Analyst",CompTIA,DevOps,Product Manager,Junior,Manufacturing,0.0,0,0.0
"Deep Learning, Statistics, Power BI, Cloud Computing, Python",Master's,10.6,"Data Scientist, Machine Learning Engineer, DevOps Engineer",Scrum Master,"AWS, SQL, Cloud Computing",Product Manager,Lead,Finance,0.3333333333333333,1,5.8
"Azure, Python, Statistics, Deep Learning",Associate's,4.7,"Machine Learning Engineer, DevOps Engineer",Microsoft Certified,"Kubernetes, Cloud Computing, SQL",Data Scientist,Manager,Manufacturing,0.0,0,0.0
"Docker, Azure, NLP, AWS",Master's,12.8,"Backend Developer, Software Engineer, QA Engineer",Cisco Certified,"Power BI, Cloud Computing",Product Manager,Mid,Tech,0.0,1,5.7
AWS,High School,2.0,"DevOps Engineer, Data Engineer, Backend Developer",Google Cloud,"AWS, Kubernetes, Statistics",Cloud Architect,Lead,Transportation,0.3333333333333333,0,0.0
"Machine Learning, Computer Vision, GCP, Python, C++",PhD,12.1,"DevOps Engineer, Full Stack Developer",PMP,"Computer Vision, Tableau, Java, R",Project Manager,Senior,Finance,0.25,1,5.8
"Deep Learning, DevOps, Cloud Computing, Tableau",Associate's,13.0,"Frontend Developer, Business Analyst",PMP,"Power BI, Computer Vision, Machine Learning, Excel",QA Engineer,Senior,Tech,0.0,1,7.3
"Machine Learning, Kubernetes, SQL, Docker",High School,2.6,"DevOps Engineer, Backend Developer, Product Manager",Google Cloud,"Statistics, NLP, Excel",Project Manager,Director,Healthcare,0.0,0,0.0
"AWS, Statistics, Python, Java",High School,7.2,"Data Engineer, Backend Developer",CompTIA,"Deep Learning, R, Power BI, Project Management",Project Manager,Senior,Government,0.0,0,0.0
Kubernetes,PhD,13.4,"Business Analyst, DevOps Engineer, UX Designer",CompTIA,"Deep Learning, Kubernetes, Power BI",Software Engineer,Senior,Manufacturing,0.3333333333333333,1,10.0
"Project Management, Excel, Java",Bachelor's,14.4,"QA Engineer, Cloud Architect",Cisco Certified,"GCP, R",Backend Developer,Senior,Tech,0.0,0,0.0
"NLP, Azure, Computer Vision, Data Analysis, DevOps",Associate's,12.2,"Backend Developer, Product Manager",Scrum Master,JavaScript,Full Stack Developer,Director,Tech,0.0,0,0.0
"Statistics, Tableau",PhD,14.1,"UX Designer, Product Manager",AWS Certified,GCP,Data Scientist,Senior,Energy,0.0,1,7.9
"Machine Learning, Computer Vision",PhD,14.1,Project Manager,None,"SQL, GCP, Deep Learning, Statistics",QA Engineer,Junior,Energy,0.0,1,4.3
"Tableau, C++, Statistics, Project Management",Master's,14.7,"Business Analyst, QA Engineer",PMP,"JavaScript, Excel, Computer Vision",Cloud Architect,Mid,Government,0.0,1,5.4
"Kubernetes, Deep Learning, Project Management",PhD,6.2,"Product Manager, Project Manager",CompTIA,"GCP, Kubernetes",Business Analyst,Manager,Consulting,0.5,1,6.4
"DevOps, Cloud Computing, NLP, C++, JavaScript",PhD,4.3,"Machine Learning Engineer, Frontend Developer, QA Engineer",None,Python,Frontend Developer,Lead,Tech,0.0,0,0.0
"R, SQL, Java, AWS",Associate's,9.5,Data Scientist,None,"R, Data Analysis, C++",Backend Developer,Junior,Energy,0.3333333333333333,1,3.3
"AWS, Statistics",PhD,2.8,QA Engineer,Cisco Certified,"NLP, Kubernetes, Azure",DevOps Engineer,Senior,Healthcare,0.0,0,0.0
"Excel, R, Python, C++",PhD,8.4,"DevOps Engineer, Project Manager, Data Engineer",CISSP,"Kubernetes, R",Cloud Architect,Director,Government,0.5,1,5.3
Cloud Computing,Bachelor's,8.7,"Full Stack Developer, Data Scientist",PMP,Data Analysis,Data Scientist,Junior,Government,0.0,0,0.0
"Deep Learning, SQL, Computer Vision, Python, JavaScript",High School,12.1,"UX Designer, Cloud Architect, Full Stack Developer",PMP,"Excel, Cloud Computing",Backend Developer,Senior,Education,0.0,0,0.0
"Python, Power BI",Associate's,5.4,"UX Designer, Data Engineer, Product Manager",PMP,"Machine Learning, Power BI, Python, Computer Vision",Cloud Architect,Junior,Tech,0.5,1,4.7
"Excel, Project Management, GCP",Bachelor's,9.0,Data Scientist,PMP,"DevOps, C++, NLP, Project Management",Backend Developer,Mid,Transportation,0.25,1,4.8
"Deep Learning, JavaScript, Java, AWS, Docker",Associate's,13.5,"Data Engineer, Frontend Developer, Product Manager",Microsoft Certified,"JavaScript, AWS, Azure",UX Designer,Senior,Energy,0.6666666666666666,1,8.5
"Cloud Computing, AWS, JavaScript, GCP, DevOps",High School,6.3,"Project Manager, Business Analyst",AWS Certified,Data Analysis,UX Designer,Junior,Energy,0.0,0,0.0
"Computer Vision, Excel, Machine Learning",PhD,8.6,Business Analyst,Cisco Certified,"Power BI, SQL, GCP, Azure",Machine Learning Engineer,Director,Healthcare,0.0,0,0.0
"Azure, Project Management",PhD,11.8,"Full Stack Developer, Data Engineer, Project Manager",CISSP,"Excel, DevOps, R, Computer Vision",Software Engineer,Junior,Transportation,0.0,1,6.6
GCP,Master's,3.7,"Software Engineer, Product Manager, Full Stack Developer",Cisco Certified,"Data Analysis, C++, Azure, SQL",Project Manager,Senior,Tech,0.0,0,0.0
"Excel, Project Management",High School,1.6,"Product Manager, Backend Developer",CompTIA,"AWS, Excel, NLP",Full Stack Developer,Manager,Healthcare,0.3333333333333333,0,0.0
"Project Management, GCP",PhD,10.2,"Project Manager, Product Manager",Cisco Certified,"AWS, DevOps",UX Designer,Senior,Retail,0.0,1,5.3
"NLP, SQL, Project Management",Associate's,5.6,"Full Stack Developer, Business Analyst",CompTIA,"AWS, Kubernetes, Cloud Computing, C++",Cloud Architect,Director,Transportation,0.0,1,6.5
"Statistics, NLP, Docker, Java",Associate's,5.7,"QA Engineer, Business Analyst, Data Engineer",CISSP,"Excel, Computer Vision",DevOps Engineer,Senior,Energy,0.0,0,0.0
"Kubernetes, R",Master's,14.0,Full Stack Developer,Microsoft Certified,"Tableau, AWS, Kubernetes",Cloud Architect,Director,Education,0.3333333333333333,1,8.7
"Deep Learning, C++, Docker, SQL",PhD,6.1,"Project Manager, DevOps Engineer",Microsoft Certified,Statistics,DevOps Engineer,Junior,Consulting,0.0,0,0.0
"Excel, NLP, Deep Learning, R",Associate's,14.3,Backend Developer,CISSP,"Data Analysis, Cloud Computing",Product Manager,Lead,Tech,0.0,1,3.8
"Python, Statistics, DevOps, Data Analysis, Project Management",High School,1.6,"UX Designer, Software Engineer",Google Cloud,"Power BI, R, Data Analysis, Cloud Computing",Project Manager,Senior,Government,0.25,0,0.0
"Project Management, Machine Learning, AWS, GCP, Docker",Master's,5.1,"Software Engineer, Full Stack Developer",Scrum Master,"DevOps, GCP, Kubernetes",Data Engineer,Mid,Tech,0.3333333333333333,1,5.0
"SQL, Power BI, C++",PhD,10.4,Business Analyst,None,"Java, Project Management, GCP",Data Scientist,Manager,Tech,0.0,1,6.3
"NLP, Data Analysis, Power BI, Azure",PhD,1.9,"QA Engineer, DevOps Engineer",Google Cloud,"Kubernetes, Python",Data Engineer,Director,Education,0.0,0,0.0
"Java, Excel",Master's,5.8,"Full Stack Developer, Frontend Developer, Product Manager",Microsoft Certified,Java,Backend Developer,Junior,Transportation,1.0,1,7.7
"C++, DevOps",Bachelor's,12.8,Software Engineer,CompTIA,"R, Tableau, Azure, Cloud Computing",DevOps Engineer,Mid,Retail,0.0,1,6.7
"C++, Data Analysis, Power BI, Statistics, Kubernetes",Associate's,11.4,Backend Developer,Cisco Certified,"Machine Learning, Tableau, Data Analysis, Cloud Computing",Project Manager,Senior,Government,0.25,0,0.0
R,Associate's,4.2,"UX Designer, Software Engineer",Cisco Certified,"Power BI, Python",Full Stack Developer,Director,Tech,0.0,0,0.0
"Excel, Power BI, Data Analysis, Azure",Master's,5.3,"Data Engineer, Machine Learning Engineer",CompTIA,"Azure, Java, C++, Kubernetes",Software Engineer,Director,Government,0.25,1,6.9
"Docker, R, Azure, GCP",PhD,7.6,Business Analyst,PMP,Data Analysis,Business Analyst,Senior,Energy,0.0,0,0.0
"NLP, JavaScript, DevOps, Java, Cloud Computing",Bachelor's,11.0,"Frontend Developer, Product Manager, Data Engineer",Scrum Master,"NLP, C++",Project Manager,Director,Tech,0.5,1,8.9
"Computer Vision, NLP",High School,2.3,"Full Stack Developer, Business Analyst",Scrum Master,"Excel, Computer Vision",Backend Developer,Mid,Healthcare,0.5,0,0.0
Deep Learning,PhD,7.9,"DevOps Engineer, Cloud Architect, Business Analyst",CISSP,"C++, Cloud Computing",Software Engineer,Director,Energy,0.0,1,7.9
"DevOps, AWS, Computer Vision",Associate's,1.1,"Full Stack Developer, Data Engineer, QA Engineer",Cisco Certified,"Tableau, Excel",Cloud Architect,Lead,Finance,0.0,0,0.0
"AWS, Project Management, Power BI, Python, Java",Master's,6.0,"Cloud Architect, QA Engineer, Business Analyst",Scrum Master,"Java, R",QA Engineer,Senior,Healthcare,0.5,1,3.3
"Computer Vision, Kubernetes, Azure, Power BI, Excel",Bachelor's,2.9,"Full Stack Developer, Machine Learning Engineer",PMP,"Docker, Kubernetes",Frontend Developer,Manager,Healthcare,0.5,0,0.0
"Deep Learning, Excel, Java, Cloud Computing",Associate's,4.6,"Business Analyst, QA Engineer, Data Scientist",CompTIA,"Tableau, GCP",Cloud Architect,Lead,Energy,0.0,0,0.0
JavaScript,Associate's,5.0,Machine Learning Engineer,Cisco Certified,Python,QA Engineer,Mid,Manufacturing,0.0,0,0.0
Cloud Computing,PhD,11.6,"QA Engineer, Data Scientist",None,GCP,Data Engineer,Mid,Finance,0.0,1,8.0
"Docker, DevOps, GCP, JavaScript",Master's,4.0,Project Manager,Scrum Master,"Tableau, NLP",Machine Learning Engineer,Director,Finance,0.0,0,0.0
"JavaScript, DevOps, SQL, NLP, Python",Bachelor's,10.0,Cloud Architect,CompTIA,"Azure, Docker, Kubernetes, C++",DevOps Engineer,Junior,Retail,0.0,1,6.6
"Java, Excel, Deep Learning, Docker",PhD,8.0,Backend Developer,CISSP,"Cloud Computing, JavaScript",Backend Developer,Junior,Manufacturing,0.0,1,6.3
"C++, JavaScript, SQL, DevOps",High School,12.1,"Cloud Architect, QA Engineer, Project Manager",Scrum Master,"Azure, Docker, Project Management",Backend Developer,Manager,Energy,0.0,0,0.0
C++,Associate's,4.8,"Project Manager, Data Engineer, Product Manager",Google Cloud,"SQL, Statistics",Project Manager,Director,Retail,0.0,0,0.0
"Kubernetes, Project Management, Tableau, Data Analysis, JavaScript",PhD,14.9,Product Manager,Microsoft Certified,"Data Analysis, GCP, DevOps, Python",Software Engineer,Manager,Finance,0.25,1,7.4
"GCP, SQL, NLP",Associate's,4.4,DevOps Engineer,Google Cloud,"Tableau, Kubernetes",Data Scientist,Mid,Tech,0.0,0,0.0
"AWS, Excel, Docker, JavaScript",PhD,8.7,UX Designer,Cisco Certified,"C++, DevOps, R",Backend Developer,Senior,Tech,0.0,1,6.5
"Statistics, Cloud Computing",Master's,9.5,"DevOps Engineer, Machine Learning Engineer",None,Azure,QA Engineer,Senior,Healthcare,0.0,0,0.0
"DevOps, Statistics",Bachelor's,8.1,"Backend Developer, Product Manager",Scrum Master,"SQL, Tableau, Deep Learning, Project Management",Data Engineer,Junior,Energy,0.0,0,0.0
"Project Management, Deep Learning, Computer Vision",Master's,12.9,"QA Engineer, Cloud Architect",AWS Certified,NLP,Full Stack Developer,Senior,Finance,0.0,1,4.7
"Tableau, Power BI",Associate's,1.7,"Software Engineer, Machine Learning Engineer",PMP,Project Management,Frontend Developer,Mid,Government,0.0,0,0.0
"Power BI, DevOps, Cloud Computing, GCP",Associate's,9.0,"UX Designer, Project Manager, Machine Learning Engineer",Google Cloud,"Cloud Computing, DevOps, R",UX Designer,Manager,Government,0.6666666666666666,1,7.5
"Python, Project Management, JavaScript, AWS",PhD,7.6,DevOps Engineer,Cisco Certified,"DevOps, NLP",Full Stack Developer,Mid,Finance,0.0,1,5.9
"Python, GCP, JavaScript",PhD,6.3,UX Designer,PMP,"GCP, NLP, Cloud Computing, R",Backend Developer,Junior,Tech,0.25,1,6.6
"JavaScript, DevOps, Java, Excel",PhD,5.2,"Cloud Architect, QA Engineer, Data Scientist",CISSP,Statistics,Cloud Architect,Senior,Consulting,0.0,0,0.0
"Project Management, Deep Learning",Associate's,2.3,Business Analyst,AWS Certified,"Python, Azure, Java, JavaScript",Backend Developer,Lead,Tech,0.0,0,0.0
C++,Bachelor's,9.7,Business Analyst,AWS Certified,NLP,Data Scientist,Manager,Finance,0.0,0,0.0
"AWS, Machine Learning, C++, Cloud Computing, Docker",High School,1.8,"QA Engineer, Frontend Developer",AWS Certified,"Computer Vision, C++",Cloud Architect,Lead,Education,0.5,0,0.0
"R, NLP, Tableau, SQL",High School,12.4,"QA Engineer, Business Analyst",CompTIA,"C++, Python, Excel, Kubernetes",Backend Developer,Manager,Education,0.0,1,3.7
"C++, Tableau",High School,6.7,"Data Engineer, DevOps Engineer",Scrum Master,"Java, Cloud Computing, JavaScript",Data Engineer,Lead,Energy,0.0,0,0.0
"Computer Vision, Deep Learning",High School,9.1,"Frontend Developer, QA Engineer",PMP,"Java, GCP",Business Analyst,Senior,Tech,0.0,0,0.0
"Docker, Project Management, AWS, Python",Master's,1.2,"UX Designer, Full Stack Developer, DevOps Engineer",Cisco Certified,"Java, SQL",Machine Learning Engineer,Manager,Government,0.0,0,0.0
"R, Machine Learning",Bachelor's,1.4,DevOps Engineer,PMP,"Excel, SQL, NLP, Project Management",Product Manager,Junior,Government,0.0,0,0.0
GCP,High School,3.5,Software Engineer,Google Cloud,"Computer Vision, NLP, Cloud Computing",Machine Learning Engineer,Director,Tech,0.0,0,0.0
"Kubernetes, Data Analysis, SQL",Bachelor's,11.7,"Data Engineer, Frontend Developer, Business Analyst",Cisco Certified,"GCP, NLP",Cloud Architect,Mid,Finance,0.0,1,5.1
"Statistics, Tableau, Python, Data Analysis",Bachelor's,7.3,Machine Learning Engineer,None,"AWS, Power BI, Project Management",Cloud Architect,Mid,Manufacturing,0.0,1,6.8
Tableau,High School,4.7,"Product Manager, Frontend Developer",None,"JavaScript, Kubernetes, DevOps, Computer Vision",Data Scientist,Director,Tech,0.0,0,0.0
"SQL, GCP, Machine Learning",Master's,12.7,"Business Analyst, DevOps Engineer",None,"Java, GCP, Deep Learning, C++",Project Manager,Director,Retail,0.25,1,9.4
"SQL, AWS, C++, Cloud Computing",PhD,2.9,"UX Designer, Frontend Developer",CISSP,C++,Frontend Developer,Director,Finance,1.0,1,6.5
"SQL, AWS, JavaScript, Python, GCP",PhD,3.9,Data Scientist,CISSP,"DevOps, JavaScript",Business Analyst,Senior,Education,0.5,1,6.5
"AWS, Azure, Excel",Master's,11.7,Product Manager,CompTIA,"Python, JavaScript, Machine Learning",Machine Learning Engineer,Lead,Healthcare,0.0,1,5.7
JavaScript,Associate's,0.4,DevOps Engineer,Microsoft Certified,JavaScript,Backend Developer,Senior,Healthcare,1.0,0,0.0
"AWS, SQL",High School,3.3,QA Engineer,Scrum Master,"R, Project Management",Backend Developer,Manager,Consulting,0.0,0,0.0
"Deep Learning, Python, Docker, JavaScript, DevOps",Associate's,7.8,"Frontend Developer, UX Designer",Google Cloud,"SQL, Python, Cloud Computing, NLP",DevOps Engineer,Senior,Consulting,0.25,1,5.6
"C++, JavaScript, Kubernetes",Bachelor's,13.7,"Business Analyst, Software Engineer, Data Scientist",PMP,"Java, Statistics, Computer Vision",UX Designer,Junior,Manufacturing,0.0,0,0.0
"AWS, Cloud Computing, Python",PhD,4.0,Software Engineer,PMP,"Cloud Computing, Docker, Excel",QA Engineer,Lead,Education,0.3333333333333333,0,0.0
Machine Learning,Associate's,3.2,"Full Stack Developer, Cloud Architect, Backend Developer",CISSP,"R, GCP",Business Analyst,Lead,Government,0.0,0,0.0
"R, Excel, Azure, Statistics, Cloud Computing",Bachelor's,14.6,"Cloud Architect, Backend Developer, UX Designer",Cisco Certified,"Azure, Power BI, Deep Learning, Computer Vision",DevOps Engineer,Manager,Finance,0.25,1,7.4
"Deep Learning, Data Analysis",Bachelor's,7.9,"DevOps Engineer, Frontend Developer, Software Engineer",CISSP,"Deep Learning, C++, Machine Learning",Business Analyst,Mid,Tech,0.3333333333333333,1,6.0
"Power BI, Docker, Tableau",Master's,0.9,"Software Engineer, Backend Developer, Data Engineer",Google Cloud,"Docker, Java",Product Manager,Senior,Tech,0.5,0,0.0
AWS,Bachelor's,4.1,"Frontend Developer, Backend Developer",None,"JavaScript, Statistics, SQL, Project Management",UX Designer,Mid,Finance,0.0,0,0.0
"NLP, Cloud Computing, JavaScript, Computer Vision, DevOps",Associate's,8.0,"Cloud Architect, Full Stack Developer, UX Designer",Scrum Master,Deep Learning,Project Manager,Junior,Energy,0.0,0,0.0
"SQL, JavaScript, DevOps, Excel, C++",Bachelor's,1.1,"Backend Developer, UX Designer, DevOps Engineer",CompTIA,"DevOps, Python, Cloud Computing, SQL",Project Manager,Senior,Transportation,0.5,0,0.0
"DevOps, Kubernetes",High School,10.4,"Full Stack Developer, Cloud Architect",Scrum Master,"Data Analysis, Cloud Computing, JavaScript",Business Analyst,Manager,Education,0.0,0,0.0
"Excel, Kubernetes, GCP, NLP",Master's,7.8,Cloud Architect,Scrum Master,"Statistics, Java, C++, NLP",DevOps Engineer,Mid,Manufacturing,0.25,1,5.7
Power BI,High School,10.6,"Data Scientist, Machine Learning Engineer",CISSP,"Python, Excel, JavaScript, NLP",Product Manager,Junior,Transportation,0.0,1,6.7
"DevOps, Data Analysis, Power BI",Associate's,5.1,"Data Engineer, Business Analyst, Machine Learning Engineer",Microsoft Certified,Statistics,Product Manager,Lead,Finance,0.0,0,0.0
"Project Management, Kubernetes, Data Analysis, DevOps, NLP",Bachelor's,6.3,Business Analyst,Google Cloud,"JavaScript, Azure, Python",Frontend Developer,Mid,Finance,0.0,1,6.3
"Machine Learning, Tableau, Kubernetes, R, GCP",Associate's,13.9,"Project Manager, Full Stack Developer, Product Manager",None,"JavaScript, Python",Data Scientist,Manager,Consulting,0.0,1,6.2
"R, GCP",Bachelor's,3.2,"Product Manager, Full Stack Developer, Frontend Developer",Cisco Certified,"Java, Excel, Statistics",Cloud Architect,Manager,Transportation,0.0,0,0.0
"Power BI, Machine Learning, Statistics, DevOps, GCP",Bachelor's,0.6,Data Engineer,Google Cloud,"Power BI, Computer Vision, Tableau",Machine Learning Engineer,Senior,Education,0.3333333333333333,0,0.0
"DevOps, Docker, Statistics, R, AWS",Bachelor's,14.7,"Business Analyst, Machine Learning Engineer",Cisco Certified,Java,Backend Developer,Director,Government,0.0,1,5.6
"Excel, Tableau",Master's,0.1,"UX Designer, Data Scientist, Product Manager",CompTIA,"Statistics, SQL",Product Manager,Director,Manufacturing,0.0,0,0.0
"C++, Excel",Associate's,13.3,Product Manager,Scrum Master,Deep Learning,Backend Developer,Senior,Manufacturing,0.0,1,5.5
"Power BI, SQL",Master's,12.4,"Machine Learning Engineer, Backend Developer",Google Cloud,"Python, Computer Vision, Kubernetes",Full Stack Developer,Manager,Healthcare,0.0,1,6.0
Tableau,Bachelor's,7.3,DevOps Engineer,Cisco Certified,Tableau,Cloud Architect,Senior,Consulting,1.0,1,6.9
"GCP, Computer Vision, C++, Machine Learning",Master's,10.6,"Data Scientist, DevOps Engineer, Machine Learning Engineer",None,"Statistics, JavaScript",Software Engineer,Lead,Manufacturing,0.0,0,0.0
"AWS, NLP, Docker, JavaScript, SQL",Master's,1.6,"Backend Developer, QA Engineer",Scrum Master,JavaScript,Cloud Architect,Mid,Energy,1.0,1,8.8
"NLP, Statistics, GCP",PhD,11.5,"Business Analyst, Data Engineer",None,"Data Analysis, Project Management, AWS",Full Stack Developer,Manager,Education,0.0,1,6.6
"Project Management, NLP, Machine Learning, SQL",Master's,11.8,Frontend Developer,Cisco Certified,"GCP, NLP, Azure, Python",Product Manager,Lead,Finance,0.25,1,5.1
"AWS, R, Tableau",Associate's,0.8,Cloud Architect,AWS Certified,"Data Analysis, Docker, Python",DevOps Engineer,Senior,Energy,0.0,0,0.0
"Data Analysis, Kubernetes, Excel",High School,7.5,Backend Developer,AWS Certified,Power BI,Business Analyst,Junior,Manufacturing,0.0,0,0.0
"Java, DevOps",Associate's,14.2,"Data Engineer, Frontend Developer",Microsoft Certified,"NLP, Java, AWS",Full Stack Developer,Lead,Healthcare,0.3333333333333333,1,7.1
"Tableau, Kubernetes, Project Management, Power BI",Associate's,14.3,"UX Designer, Data Engineer, Full Stack Developer",PMP,"Docker, Project Management, Java",Software Engineer,Lead,Energy,0.3333333333333333,1,7.0
Java,High School,14.8,"UX Designer, Software Engineer",Google Cloud,"Statistics, Computer Vision",Full Stack Developer,Lead,Tech,0.0,0,0.0
"Docker, C++",Master's,9.8,"Backend Developer, QA Engineer, UX Designer",Cisco Certified,"Java, NLP, AWS, Excel",Data Engineer,Senior,Government,0.0,1,7.2
"Machine Learning, Azure",High School,2.1,"Machine Learning Engineer, Data Scientist, Data Engineer",Google Cloud,Machine Learning,Data Scientist,Senior,Government,1.0,1,8.0
Kubernetes,High School,6.2,"Data Engineer, QA Engineer",AWS Certified,JavaScript,Backend Developer,Lead,Finance,0.0,0,0.0
"Deep Learning, Computer Vision, Python",Associate's,10.9,Data Engineer,CompTIA,"Python, Cloud Computing",Machine Learning Engineer,Lead,Finance,0.5,1,6.0
"SQL, Deep Learning",Associate's,4.3,DevOps Engineer,Scrum Master,"C++, Power BI",Frontend Developer,Mid,Healthcare,0.0,0,0.0
"GCP, Computer Vision, Python, Project Management",PhD,12.2,"Frontend Developer, Data Engineer, DevOps Engineer",AWS Certified,AWS,Frontend Developer,Lead,Education,0.0,1,4.9
Machine Learning,Bachelor's,12.9,DevOps Engineer,Cisco Certified,"Statistics, GCP, SQL, JavaScript",UX Designer,Senior,Energy,0.0,0,0.0
"Power BI, Excel, Machine Learning",Master's,11.5,Project Manager,CISSP,"Statistics, Docker",DevOps Engineer,Mid,Consulting,0.0,1,6.4
"Project Management, Python, Deep Learning",High School,5.1,Machine Learning Engineer,AWS Certified,"R, Data Analysis, Azure, Tableau",Project Manager,Manager,Transportation,0.0,0,0.0
"Java, JavaScript",Associate's,11.1,"Project Manager, Data Engineer, Data Scientist",Google Cloud,"NLP, AWS",Data Scientist,Manager,Manufacturing,0.0,0,0.0
Power BI,Associate's,1.1,"Data Scientist, Data Engineer",Cisco Certified,"Statistics, C++, Power BI, Excel",Software Engineer,Director,Tech,0.25,0,0.0
"Azure, R, Tableau, NLP",Master's,5.0,"Frontend Developer, DevOps Engineer, Software Engineer",CISSP,Excel,Project Manager,Mid,Retail,0.0,0,0.0
"Data Analysis, R",PhD,11.5,"Full Stack Developer, Software Engineer",CISSP,Java,Full Stack Developer,Lead,Healthcare,0.0,1,7.2
"Project Management, Cloud Computing, Computer Vision, Power BI, Docker",Associate's,11.9,"Machine Learning Engineer, Cloud Architect, Data Scientist",PMP,JavaScript,Backend Developer,Lead,Finance,0.0,1,5.3
"Computer Vision, Kubernetes, Data Analysis",High School,4.8,Product Manager,Cisco Certified,"Python, Power BI, JavaScript",DevOps Engineer,Mid,Energy,0.0,0,0.0
"Tableau, Excel, Deep Learning, C++, Power BI",Master's,14.4,"Cloud Architect, Machine Learning Engineer, UX Designer",CompTIA,"SQL, Machine Learning, GCP",Machine Learning Engineer,Lead,Retail,0.0,0,0.0
Deep Learning,High School,4.1,"Project Manager, Cloud Architect, DevOps Engineer",Cisco Certified,"R, Cloud Computing, Azure",UX Designer,Director,Manufacturing,0.0,0,0.0
NLP,Bachelor's,9.9,"Product Manager, Software Engineer, Backend Developer",Google Cloud,"DevOps, Deep Learning, Project Management, Computer Vision",Software Engineer,Manager,Education,0.0,0,0.0
"C++, Deep Learning, Tableau, Java, Project Management",Associate's,13.2,"DevOps Engineer, Backend Developer, QA Engineer",AWS Certified,"Tableau, Computer Vision, DevOps, Statistics",QA Engineer,Manager,Manufacturing,0.25,1,5.2
"DevOps, Power BI, NLP, JavaScript, Data Analysis",Master's,8.3,"Cloud Architect, Data Scientist, Backend Developer",CISSP,"AWS, SQL",Backend Developer,Manager,Manufacturing,0.0,0,0.0
"Docker, Python",Associate's,6.2,"Backend Developer, Software Engineer, Product Manager",AWS Certified,Excel,Full Stack Developer,Director,Transportation,0.0,0,0.0
Machine Learning,Bachelor's,3.2,"Backend Developer, Data Scientist",AWS Certified,"Docker, GCP, Project Management",Machine Learning Engineer,Senior,Retail,0.0,0,0.0
"Statistics, GCP, Computer Vision",Master's,2.9,UX Designer,PMP,"Power BI, Python, Java, Computer Vision",Data Scientist,Lead,Finance,0.25,1,5.9
"Machine Learning, Project Management, Docker",High School,2.4,"UX Designer, Product Manager, Data Scientist",PMP,"Excel, Computer Vision, Machine Learning",Software Engineer,Mid,Government,0.3333333333333333,1,6.2
"NLP, Azure, Kubernetes",High School,6.6,"Business Analyst, Data Engineer",AWS Certified,"Data Analysis, C++, NLP, Kubernetes",Frontend Developer,Lead,Energy,0.5,1,8.4
SQL,Bachelor's,8.2,Data Scientist,PMP,Statistics,Backend Developer,Manager,Consulting,0.0,1,6.3
"Python, Computer Vision",Associate's,12.6,Business Analyst,Google Cloud,"GCP, Data Analysis, NLP",Project Manager,Lead,Finance,0.0,0,0.0
"Statistics, Java, Tableau",Master's,3.3,DevOps Engineer,AWS Certified,"Cloud Computing, Deep Learning, Data Analysis, Computer Vision",Frontend Developer,Mid,Transportation,0.0,0,0.0
"DevOps, Project Management, JavaScript, Power BI, Tableau",High School,11.3,"Data Scientist, Project Manager, Business Analyst",Microsoft Certified,"Kubernetes, Cloud Computing, R",Backend Developer,Junior,Manufacturing,0.0,0,0.0
"Azure, DevOps",High School,10.4,"Data Scientist, Data Engineer, Cloud Architect",PMP,"Project Management, R",Product Manager,Director,Retail,0.0,0,0.0
"Statistics, Python, Excel, GCP, Deep Learning",Associate's,9.5,Software Engineer,None,Computer Vision,Business Analyst,Mid,Education,0.0,0,0.0
"Tableau, Computer Vision, Data Analysis",Bachelor's,5.1,"Software Engineer, DevOps Engineer",Microsoft Certified,"Power BI, Statistics, Kubernetes, NLP",Business Analyst,Lead,Healthcare,0.0,0,0.0
"Statistics, Power BI, AWS, C++",Bachelor's,4.8,"UX Designer, Product Manager",AWS Certified,"Machine Learning, JavaScript, Cloud Computing",DevOps Engineer,Senior,Healthcare,0.0,0,0.0
"Docker, Cloud Computing",Bachelor's,11.4,"QA Engineer, Business Analyst",Scrum Master,GCP,Full Stack Developer,Lead,Tech,0.0,0,0.0
"C++, Azure, Cloud Computing, Computer Vision, Kubernetes",High School,4.1,"Project Manager, Frontend Developer",PMP,Power BI,UX Designer,Manager,Transportation,0.0,0,0.0
"Azure, GCP, JavaScript, Data Analysis",High School,4.9,"Machine Learning Engineer, QA Engineer, Data Scientist",Cisco Certified,"Java, R, SQL, Kubernetes",Software Engineer,Mid,Healthcare,0.0,0,0.0
